date,series_id,yield_percent,publish_date,source_file_name,ingestion_timestamp,group,series,unit,term_yr,term_mth_whole,yield_decimal
2025-02-21,INM.DS01.NZZC,3.48,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0348
2025-02-24,INM.DS01.NZZC,3.48,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0348
2025-02-25,INM.DS01.NZZC,3.47,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0347
2025-02-26,INM.DS01.NZZC,3.45,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0345
2025-02-27,INM.DS01.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0344
2025-02-28,INM.DS01.NZZC,3.41,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0341
2025-03-03,INM.DS01.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0338
2025-03-04,INM.DS01.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0338
2025-03-05,INM.DS01.NZZC,3.4,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.034
2025-03-06,INM.DS01.NZZC,3.4,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.034
2025-03-07,INM.DS01.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0338
2025-03-10,INM.DS01.NZZC,3.37,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0337
2025-03-11,INM.DS01.NZZC,3.35,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0335
2025-03-12,INM.DS01.NZZC,3.37,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0337
2025-03-13,INM.DS01.NZZC,3.39,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0339
2025-03-14,INM.DS01.NZZC,3.41,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0341
2025-03-17,INM.DS01.NZZC,3.41,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0341
2025-03-18,INM.DS01.NZZC,3.42,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0342
2025-03-19,INM.DS01.NZZC,3.4,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.034
2025-03-20,INM.DS01.NZZC,3.39,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0339
2025-03-21,INM.DS01.NZZC,3.4,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.034
2025-03-24,INM.DS01.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0338
2025-03-25,INM.DS01.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0338
2025-03-26,INM.DS01.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0338
2025-03-27,INM.DS01.NZZC,3.39,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0339
2025-03-28,INM.DS01.NZZC,3.39,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0339
2025-03-31,INM.DS01.NZZC,3.36,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0336
2025-04-01,INM.DS01.NZZC,3.35,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0335
2025-04-02,INM.DS01.NZZC,3.34,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0334
2025-04-03,INM.DS01.NZZC,3.29,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0329
2025-04-04,INM.DS01.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0318
2025-04-07,INM.DS01.NZZC,3.11,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0311
2025-04-08,INM.DS01.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0313
2025-04-09,INM.DS01.NZZC,3,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.03
2025-04-10,INM.DS01.NZZC,3.1,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031
2025-04-11,INM.DS01.NZZC,3.07,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030699999999999998
2025-04-14,INM.DS01.NZZC,3.09,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030899999999999997
2025-04-15,INM.DS01.NZZC,3.11,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0311
2025-04-16,INM.DS01.NZZC,3.09,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030899999999999997
2025-04-17,INM.DS01.NZZC,3.09,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030899999999999997
2025-04-22,INM.DS01.NZZC,3.07,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030699999999999998
2025-04-23,INM.DS01.NZZC,3.08,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0308
2025-04-24,INM.DS01.NZZC,3.08,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0308
2025-04-28,INM.DS01.NZZC,3.07,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030699999999999998
2025-04-29,INM.DS01.NZZC,3.06,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030600000000000002
2025-04-30,INM.DS01.NZZC,3.05,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0305
2025-05-01,INM.DS01.NZZC,3.06,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030600000000000002
2025-05-02,INM.DS01.NZZC,3.07,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030699999999999998
2025-05-05,INM.DS01.NZZC,3.08,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0308
2025-05-06,INM.DS01.NZZC,3.09,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030899999999999997
2025-05-07,INM.DS01.NZZC,3.08,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0308
2025-05-08,INM.DS01.NZZC,3.07,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030699999999999998
2025-05-09,INM.DS01.NZZC,3.07,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030699999999999998
2025-05-12,INM.DS01.NZZC,3.09,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.030899999999999997
2025-05-13,INM.DS01.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0313
2025-05-14,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-05-15,INM.DS01.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0313
2025-05-16,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-05-19,INM.DS01.NZZC,3.16,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0316
2025-05-20,INM.DS01.NZZC,3.15,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0315
2025-05-21,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-05-22,INM.DS01.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0313
2025-05-23,INM.DS01.NZZC,3.12,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031200000000000002
2025-05-26,INM.DS01.NZZC,3.12,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031200000000000002
2025-05-27,INM.DS01.NZZC,3.12,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031200000000000002
2025-05-28,INM.DS01.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0318
2025-05-29,INM.DS01.NZZC,3.22,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0322
2025-05-30,INM.DS01.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0321
2025-06-03,INM.DS01.NZZC,3.2,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.032
2025-06-04,INM.DS01.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0318
2025-06-05,INM.DS01.NZZC,3.17,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0317
2025-06-06,INM.DS01.NZZC,3.18,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0318
2025-06-09,INM.DS01.NZZC,3.2,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.032
2025-06-10,INM.DS01.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0321
2025-06-11,INM.DS01.NZZC,3.22,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0322
2025-06-12,INM.DS01.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0321
2025-06-13,INM.DS01.NZZC,3.19,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0319
2025-06-16,INM.DS01.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0321
2025-06-17,INM.DS01.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0321
2025-06-18,INM.DS01.NZZC,3.21,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0321
2025-06-19,INM.DS01.NZZC,3.2,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.032
2025-06-23,INM.DS01.NZZC,3.19,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0319
2025-06-24,INM.DS01.NZZC,3.16,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0316
2025-06-25,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-06-26,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-06-27,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-06-30,INM.DS01.NZZC,3.15,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0315
2025-07-01,INM.DS01.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0313
2025-07-02,INM.DS01.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0313
2025-07-03,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-07-04,INM.DS01.NZZC,3.15,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0315
2025-07-07,INM.DS01.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.031400000000000004
2025-07-08,INM.DS01.NZZC,3.15,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,1 year,%pa,1,12,0.0315
2025-01-03,INM.DS02.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0338
2025-01-06,INM.DS02.NZZC,3.41,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0341
2025-01-07,INM.DS02.NZZC,3.41,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0341
2025-01-08,INM.DS02.NZZC,3.42,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0342
2025-01-09,INM.DS02.NZZC,3.39,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0339
2025-01-10,INM.DS02.NZZC,3.37,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0337
2025-01-13,INM.DS02.NZZC,3.45,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0345
2025-01-14,INM.DS02.NZZC,3.57,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.035699999999999996
2025-01-15,INM.DS02.NZZC,3.65,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0365
2025-01-16,INM.DS02.NZZC,3.61,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0361
2025-01-17,INM.DS02.NZZC,3.61,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0361
2025-01-20,INM.DS02.NZZC,3.61,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0361
2025-01-21,INM.DS02.NZZC,3.55,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0355
2025-01-22,INM.DS02.NZZC,3.54,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0354
2025-01-23,INM.DS02.NZZC,3.53,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0353
2025-01-24,INM.DS02.NZZC,3.51,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0351
2025-01-27,INM.DS02.NZZC,3.51,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0351
2025-01-28,INM.DS02.NZZC,3.48,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0348
2025-01-29,INM.DS02.NZZC,3.45,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0345
2025-01-30,INM.DS02.NZZC,3.45,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0345
2025-01-31,INM.DS02.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0344
2025-02-03,INM.DS02.NZZC,3.36,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0336
2025-02-04,INM.DS02.NZZC,3.33,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0333
2025-02-05,INM.DS02.NZZC,3.37,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0337
2025-02-07,INM.DS02.NZZC,3.46,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0346
2025-02-10,INM.DS02.NZZC,3.45,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0345
2025-02-11,INM.DS02.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0344
2025-02-12,INM.DS02.NZZC,3.48,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0348
2025-02-13,INM.DS02.NZZC,3.5,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.035
2025-02-14,INM.DS02.NZZC,3.5,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.035
2025-02-17,INM.DS02.NZZC,3.54,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0354
2025-02-18,INM.DS02.NZZC,3.52,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0352
2025-02-19,INM.DS02.NZZC,3.54,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0354
2025-02-20,INM.DS02.NZZC,3.56,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0356
2025-02-21,INM.DS02.NZZC,3.58,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0358
2025-02-24,INM.DS02.NZZC,3.55,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0355
2025-02-25,INM.DS02.NZZC,3.52,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0352
2025-02-26,INM.DS02.NZZC,3.5,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.035
2025-02-27,INM.DS02.NZZC,3.49,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0349
2025-02-28,INM.DS02.NZZC,3.43,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.034300000000000004
2025-03-03,INM.DS02.NZZC,3.42,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0342
2025-03-04,INM.DS02.NZZC,3.39,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0339
2025-03-05,INM.DS02.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0344
2025-03-06,INM.DS02.NZZC,3.49,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0349
2025-03-07,INM.DS02.NZZC,3.43,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.034300000000000004
2025-03-10,INM.DS02.NZZC,3.43,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.034300000000000004
2025-03-11,INM.DS02.NZZC,3.38,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0338
2025-03-12,INM.DS02.NZZC,3.42,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0342
2025-03-13,INM.DS02.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0344
2025-03-14,INM.DS02.NZZC,3.47,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0347
2025-03-17,INM.DS02.NZZC,3.5,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.035
2025-03-18,INM.DS02.NZZC,3.5,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.035
2025-03-19,INM.DS02.NZZC,3.45,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0345
2025-03-20,INM.DS02.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0344
2025-03-21,INM.DS02.NZZC,3.43,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.034300000000000004
2025-03-24,INM.DS02.NZZC,3.42,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0342
2025-03-25,INM.DS02.NZZC,3.41,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0341
2025-03-26,INM.DS02.NZZC,3.4,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.034
2025-03-27,INM.DS02.NZZC,3.44,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0344
2025-03-28,INM.DS02.NZZC,3.42,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0342
2025-03-31,INM.DS02.NZZC,3.37,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0337
2025-04-01,INM.DS02.NZZC,3.36,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0336
2025-04-02,INM.DS02.NZZC,3.37,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0337
2025-04-03,INM.DS02.NZZC,3.31,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0331
2025-04-04,INM.DS02.NZZC,3.19,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0319
2025-04-07,INM.DS02.NZZC,3.09,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.030899999999999997
2025-04-08,INM.DS02.NZZC,3.14,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.031400000000000004
2025-04-09,INM.DS02.NZZC,3.03,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.030299999999999997
2025-04-10,INM.DS02.NZZC,3.13,2025-07-09,hb2-daily-close.xlsx,2025-07-09T07:39:19.976Z,Swap rates close,2 year,%pa,2,24,0.0313
